-0.9999499990,-0.0099970125
-0.6131847440,0.0059015272
-0.2767835473,0.0017590445
0.0000000000,0.0000000000
0.5234241787,-0.0018966797
4.2045936081,-0.0056094721
8.5856109494,-0.0066628846
18.1912263331,-0.0077649730
29.0468413870,-0.0081684790

-0.9998000009,-0.0199930254
-0.6140352335,0.0117766437
-0.2769202654,0.0035159815
0.0000000000,0.0000000000
0.5235095446,-0.0037925888
4.2047380636,-0.0112179476
8.5857593004,-0.0133247700
18.1913759157,-0.0155289464
29.0469912114,-0.0163359584

-0.9995500207,-0.0299870389
-0.6154509371,0.0175989769
-0.2771480613,0.0052687039
0.0000000000,0.0000000000
0.5236518065,-0.0056869569
4.2049788063,-0.0168244301
8.5860065356,-0.0199846568
18.1916252033,-0.0232909206
29.0472409022,-0.0245014385

-0.9992000834,-0.0399780537
-0.6174291881,0.0233422306
-0.2774668339,0.0070151066
0.0000000000,0.0000000000
0.5238509424,-0.0075790136
4.2053158110,-0.0224279233
8.5863526299,-0.0266415461
18.1919741711,-0.0310498962
29.0475904343,-0.0326639200

-0.9987502238,-0.0499650706
-0.6199662568,0.0289802233
-0.2778764415,0.0087530860
0.0000000000,0.0000000000
0.5241069218,-0.0094679890
4.2057490430,-0.0280274311
8.5867975484,-0.0332944391
18.1924227840,-0.0388048741
29.0480397729,-0.0408224037

-0.9982004871,-0.0599470910
-0.6230573540,0.0344869262
-0.2783767023,0.0104805420
0.0000000000,0.0000000000
0.5244197051,-0.0113531135
4.2062784572,-0.0336219581
8.5873412462,-0.0399423376
18.1929709973,-0.0465548558
29.0485888730,-0.0489758910

-0.9975509279,-0.0699231167
-0.6266966355,0.0398365014
-0.2789673937,0.0121953776
0.0000000000,0.0000000000
0.5247892442,-0.0132336178
4.2069039988,-0.0392105090
8.5879836684,-0.0465842436
18.1936187558,-0.0542988430
29.0492376796,-0.0571233837

-0.9968016112,-0.0798921500
-0.6308772082,0.0450033404
-0.2796482532,0.0138955005
0.0000000000,0.0000000000
0.5252154821,-0.0151087333
4.2076256031,-0.0447920895
8.5887247501,-0.0532191601
18.1943659949,-0.0620358381
29.0499861281,-0.0652638841

-0.9959526118,-0.0898531939
-0.6355911363,0.0499621019
-0.2804189780,0.0155788230
0.0000000000,0.0000000000
0.5256983531,-0.0169776921
4.2084431951,-0.0503657058
8.5895644165,-0.0598460904
18.1952126397,-0.0697648444
29.0508341435,-0.0733963955

-0.9950040144,-0.0998052524
-0.6408294496,0.0546877507
-0.2812792252,0.0172432636
0.0000000000,0.0000000000
0.5262377829,-0.0188397269
4.2093566901,-0.0559303647
8.5905025828,-0.0664640388
18.1961586055,-0.0774848656
29.0517816411,-0.0815199217

-0.9939559139,-0.1097473302
-0.6465821523,0.0591555950
-0.2822286119,0.0188867469
0.0000000000,0.0000000000
0.5268336882,-0.0206940715
4.2103659935,-0.0614850743
8.5915391545,-0.0730720105
18.1972037974,-0.0851949067
29.0528285261,-0.0896334674

-0.9928084147,-0.1196784331
-0.6528382331,0.0633413256
-0.2832667153,0.0205072049
0.0000000000,0.0000000000
0.5274859773,-0.0225399602
4.2114710006,-0.0670288434
8.5926740267,-0.0796690116
18.1983481110,-0.0928939733
29.0539746940,-0.0977360384

-0.9915616316,-0.1295975679
-0.6595856767,0.0672210534
-0.2843930729,0.0221025773
0.0000000000,0.0000000000
0.5281945494,-0.0243766286
4.2126715968,-0.0725606820
8.5939070849,-0.0862540494
18.1995914315,-0.1005810725
29.0552200301,-0.1058266417

-0.9902156890,-0.1395037427
