# planetas+1 (n)   tiempo(s)
9	6.2050
15	7.0450
20	7.7580
25	11.1220
30	16.8830
35	18.9760
40	24.0890
45	29.1760
50	34.9400
55	41.1390
60	48.5380
65	55.8440	
