0.144013	0.334537
-0.034913	0.047238
-0.114377	0.783015
0.063267	0.075534
-0.127012	0.234021
0.141097	0.311320
-0.040836	0.051680
-0.089426	0.857818
0.057532	0.068393
-0.131016	0.252475
0.137832	0.289645
-0.046715	0.056897
-0.038322	0.939253
0.051748	0.061801
-0.134765	0.272215
0.134302	0.268966
-0.052548	0.062802
0.048479	0.928942
0.045907	0.056007
-0.138264	0.292966
0.130500	0.249570
-0.058331	0.069379
0.093940	0.846521
0.040017	0.050987
-0.141465	0.314990
0.126470	0.231194
-0.064050	0.076748
0.116878	0.773538
0.034094	0.046572
-0.144344	0.338270
0.122229	0.213843
-0.069697	0.084927
0.130591	0.711419
0.028133	0.042931
-0.146876	0.362776
0.117792	0.197519
-0.075283	0.093612
0.139433	0.657183
0.022145	0.039986
-0.148956	0.389061
0.113193	0.181981
-0.080774	0.103257
0.145161	0.609244
0.016137	0.037747
-0.150501	0.417381
0.108425	0.167468
-0.086181	0.113543
0.148769	0.566219
0.010110	0.036239
-0.151500	0.447372
0.103532	0.153534
-0.091487	0.124636
0.150841	0.527126
0.004077	0.035410
-0.151811	0.479532
0.098491	0.140624
-0.096684	0.136539
0.151753	0.491217
-0.001963	0.035293
-0.151212	0.514614
0.093330	0.128519
-0.101761	0.149253
0.151723	0.458164
-0.007998	0.035884
-0.149600	0.552390
0.088056	0.117217
-0.106709	0.162776
0.150978	0.427237
-0.014025	0.037190
-0.146570	0.593981
0.082689	0.106543
-0.111520	0.177101
0.149585	0.398549
-0.020043	0.039165
-0.141628	0.640218
0.077216	0.096849
-0.116184	0.192219
0.147681	0.371578
-0.026038	0.041876
-0.134039	0.691964
0.071673	0.087639
-0.120670	0.208364
0.145309	0.346375
-0.032008	0.045287
-0.122391	0.750819
0.066040	0.079388
-0.124985	0.225290
0.142544	0.322682
-0.037943	0.049471
-0.103477	0.819638
0.060343	0.071793
-0.129072	0.243500
0.139449	0.300236
-0.043847	0.054267
-0.068659	0.900317
0.054585	0.064872
-0.132960	0.262471
0.136048	0.279058
-0.049703	0.059838
0.007844	0.955370
0.048768	0.058746
-0.136583	0.282725
0.132390	0.258889
-0.055511	0.066089
0.076211	0.886561
0.042898	0.053395
-0.139949	0.303979
0.128470	0.240008
-0.061259	0.073135
0.107267	0.807703
0.036993	0.048636
-0.143007	0.326493
0.124330	0.222151
-0.066945	0.080852
0.124672	0.740636
0.031047	0.044652
-0.145697	0.350536
0.119988	0.205322
-0.072566	0.089221
0.135590	0.682784
0.025072	0.041360
-0.147987	0.376086
0.115457	0.189516
-0.078095	0.098549
0.142677	0.631976
0.019074	0.038770
-0.149801	0.403399
0.110770	0.174496
-0.083554	0.108355
0.147240	0.586641
0.013057	0.036887
-0.151096	0.432417
0.105938	0.160274
-0.088906	0.119141
0.149992	0.545796
0.007025	0.035732
-0.151733	0.463658
0.100968	0.146859
-0.094163	0.130548
0.151461	0.508248
0.000989	0.035264
-0.151644	0.497001
0.095872	0.134257
-0.099293	0.142964
0.151834	0.474039
-0.005047	0.035512
-0.150548	0.533462
0.090645	0.122660
-0.104314	0.155982
0.151456	0.441882
-0.011082	0.036453
-0.148213	0.573344
0.085323	0.111676
-0.109202	0.169797
0.150352	0.412215
-0.017104	0.038118
-0.144307	0.617055
0.079901	0.101502
-0.113931	0.184636
0.148674	0.384530
-0.023108	0.040492
-0.138173	0.665792
0.074396	0.091973
-0.118507	0.200270
0.146509	0.358588
-0.029091	0.043569
-0.128722	0.721044
0.068798	0.083404
-0.122897	0.216936
0.143968	0.333851
-0.035047	0.047342
-0.113909	0.784703
0.063139	0.075347
-0.127110	0.234380
0.141014	0.310929
-0.040969	0.051801
-0.088731	0.859509
0.057403	0.068223
-0.131085	0.253109
0.137745	0.289261
-0.046847	0.057036
-0.036610	0.940742
0.051617	0.061648
-0.134855	0.272592
0.134211	0.268591
-0.052679	0.062958
0.049983	0.927191
0.045775	0.055871
-0.138350	0.293351
0.130405	0.249204
-0.058461	0.069552
0.094623	0.844734
0.039884	0.050869
-0.141547	0.315382
0.126372	0.230838
-0.064178	0.076938
0.117259	0.772043
0.033960	0.046471
-0.144422	0.338669
0.122127	0.213498
-0.069832	0.084985
0.130860	0.710021
0.027998	0.042847
-0.146913	0.363474
0.117688	0.197184
-0.075407	0.093833
0.139606	0.655973
0.022010	0.039921
-0.148986	0.389766
0.113086	0.181658
-0.080896	0.103493
0.145252	0.608275
0.015998	0.037733
-0.150564	0.417793
0.108314	0.167157
-0.086302	0.113794
