0.210006	1.411804
0.117305	-0.042190
-0.196684	0.149367
0.285053	0.825680
0.052539	-0.117652
-0.245456	0.356100
0.267000	0.499158
-0.014762	-0.134363
-0.278961	0.628601
0.225526	0.258264
-0.081321	-0.091533
-0.276267	1.020911
0.172457	0.076214
-0.144138	0.008550
0.229329	1.334316
0.112227	-0.050423
-0.201013	0.163688
0.285094	0.794387
0.047149	-0.121241
-0.248885	0.375151
0.264275	0.477106
-0.020210	-0.133130
-0.280598	0.654438
0.221579	0.241525
-0.086569	-0.085584
-0.272429	1.063283
0.167813	0.064097
-0.148985	0.019182
0.243102	1.267967
0.107117	-0.058320
-0.205273	0.178730
0.284791	0.764136
0.041754	-0.124336
-0.252196	0.394900
0.261403	0.455718
-0.025664	-0.131454
-0.282033	0.680854
0.217569	0.225018
-0.091790	-0.079291
-0.267467	1.108813
0.163132	0.051875
-0.153792	0.030128
0.253509	1.208914
0.101975	-0.065872
-0.209477	0.194030
0.284162	0.734954
0.036334	-0.127163
-0.255381	0.415345
0.258436	0.434454
-0.031108	-0.129379
-0.283187	0.708398
0.213497	0.208753
-0.096991	-0.072412
-0.261061	1.158283
0.158403	0.040349
-0.158559	0.041379
0.261458	1.155842
0.096809	-0.072827
-0.213605	0.210062
0.283224	0.706863
0.030900	-0.129597
-0.258478	0.435937
0.255333	0.413871
-0.036529	-0.127003
-0.284117	0.736487
0.209346	0.193217
-0.102156	-0.065437
-0.252964	1.211801
0.153633	0.029125
-0.163285	0.052930
0.267730	1.106853
0.091606	-0.079684
-0.217694	0.225855
0.282062	0.679319
0.025468	-0.131568
-0.261439	0.457210
0.252102	0.393974
-0.041949	-0.124151
-0.284737	0.765668
0.205138	0.177930
-0.107296	-0.057865
-0.242523	1.270760
0.148823	0.018207
-0.167968	0.064775
0.272675	1.061293
0.086383	-0.085956
-0.221701	0.242374
0.280619	0.652904
0.020014	-0.133218
-0.264305	0.478607
0.248787	0.374233
-0.047354	-0.120910
-0.285031	0.795916
0.200876	0.162901
-0.112405	-0.049948
